ListingNumber,Term,LoanStatus,BorrowerAPR,BorrowerRate,LenderYield,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,AmountDelinquent,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,LoanOriginalAmount,LoanOriginationDate
689469,60,Current,0.32321,0.2962,0.2862,2,Other,IN,Skilled Labor,Employed,0,1,9,9,0,0.0,10000.0,4000,2012
750222,36,Current,0.15833,0.1299,0.1199,6,Household Expenses,TN,Professional,Employed,0,2,4,4,0,0.0,35000.0,10000,2013
1119291,60,Current,0.16969,0.1465,0.1365,9,Debt Consolidation,CT,Tradesman - Mechanic,Employed,0,1,1,1,0,0.0,3500.0,6500,2014
866662,60,Current,0.25718,0.2319,0.2219,3,Debt Consolidation,VA,Retail Management,Employed,0,1,12,12,0,0.0,2000.0,10000,2013
1011245,36,Current,0.06726,0.0605,0.0505,11,Debt Consolidation,TX,Other,Employed,0,1,34,34,0,0.0,4000.0,10000,2013
933939,60,Current,0.21115,0.187,0.177,11,Debt Consolidation,AL,Other,Employed,0,1,31,31,0,0.0,6500.0,10000,2013
514502,36,Current,0.22362,0.1899,0.1799,7,Debt Consolidation,MI,Police Officer/Correction Officer,Full-time,0,1,22,22,0,0.0,1500.0,5000,2011
1002236,60,Current,0.21576,0.1915,0.1815,8,Debt Consolidation,CA,Administrative Assistant,Employed,0,2,56,56,0,0.0,16500.0,15000,2013
568823,36,Completed,0.17359,0.1449,0.1349,6,Large Purchases,NM,Computer Programmer,Full-time,0,4,58,58,0,0.0,14501.0,6500,2012
1023427,60,Current,0.21832,0.194,0.184,2,Other,CT,Professional,Self-employed,0,4,28,28,0,0.0,32000.0,15000,2013
536116,36,Current,0.25486,0.2205,0.2105,2,Debt Consolidation,CA,Administrative Assistant,Employed,0,1,31,31,0,0.0,4350.0,8000,2011
762904,60,Current,0.21566,0.1914,0.1814,6,Debt Consolidation,CA,Other,Other,0,1,4,4,0,0.0,2500.0,10000,2013
514969,36,Chargedoff,0.34621,0.3099,0.2999,6,Debt Consolidation,OH,Clerical,Employed,42962,2,53,53,0,0.0,2500.0,7500,2011
435147,36,Completed,0.11282,0.0895,0.0795,9,Debt Consolidation,IL,Teacher,Full-time,0,1,19,19,0,0.0,1000.0,1500,2009
1130322,60,Current,0.18913,0.1655,0.1555,8,Business,TX,Sales - Commission,Employed,0,1,20,20,0,0.0,4000.0,7000,2014
504892,36,Completed,0.06327,0.0599,0.0499,10,Other,OH,Other,Retired,0,2,46,46,0,0.0,11000.0,4600,2011
798256,36,Current,0.14348,0.1153,0.1053,8,Debt Consolidation,PA,Postal Service,Employed,0,1,23,23,0,0.0,7000.0,15000,2013
468944,36,Completed,0.15803,0.1365,0.1265,8,Home Improvement,UT,Computer Programmer,Full-time,0,1,22,22,0,0.0,5500.0,12000,2010
743242,60,Current,0.16499,0.1419,0.1319,7,Home Improvement,CA,Sales - Commission,Employed,0,1,6,6,0,0.0,10000.0,15000,2013
484415,36,Completed,0.0799,0.0765,0.0665,10,Debt Consolidation,AZ,Professional,Full-time,0,1,9,9,0,0.0,10000.0,5000,2010
1182513,36,Current,0.17969,0.1435,0.1335,8,Other,OH,Sales - Retail,Employed,0,1,12,12,0,0.0,3000.0,2500,2014
423621,36,Chargedoff,0.13453,0.1133,0.1033,9,Auto,CO,Scientist,Self-employed,0,1,36,36,0,0.0,11900.0,3900,2009
1146902,36,Current,0.13189,0.1039,0.0939,11,Debt Consolidation,OH,Other,Employed,0,2,56,56,0,0.0,25750.0,15000,2014
827889,36,Current,0.13697,0.1089,0.0989,9,Debt Consolidation,FL,Medical Technician,Employed,0,2,39,39,0,0.0,7000.0,11500,2013
698836,12,Completed,0.12115,0.0839,0.0739,10,Auto,CA,Retail Management,Full-time,0,2,39,39,0,0.0,3900.0,3060,2013
744302,36,Completed,0.2353,0.1979,0.1879,4,Other,TX,Analyst,Employed,0,1,33,33,0,0.0,6000.0,15000,2013
516562,12,Completed,0.35843,0.2669,0.2569,4,Business,FL,Professional,Self-employed,12533,2,69,64,5,0.0,11700.0,6500,2011
494143,36,Completed,0.06327,0.0599,0.0499,10,Debt Consolidation,SC,Analyst,Full-time,0,1,10,10,0,0.0,6500.0,7000,2011
701724,12,Completed,0.11409,0.0769,0.0669,10,Debt Consolidation,MA,Professional,Employed,0,1,36,36,0,0.0,6500.0,17000,2013
633386,36,Current,0.33665,0.2969,0.2869,3,Business,MA,Construction,Employed,0,1,9,9,0,0.0,7500.0,4000,2012
446434,36,Completed,0.07439,0.071,0.061,10,Debt Consolidation,ID,Professional,Full-time,0,1,12,12,0,0.0,1000.0,2500,2010
877046,36,Current,0.35356,0.3134,0.3034,4,Auto,WI,Other,Not employed,0,1,3,3,0,0.0,2000.0,4000,2013
454524,36,Completed,0.36316,0.3388,0.3288,9,Debt Consolidation,GA,Professional,Full-time,0,1,33,29,4,0.0,3001.0,4000,2010
604656,36,Current,0.18316,0.1469,0.1369,7,Debt Consolidation,NY,Principal,Employed,0,1,10,10,0,0.0,10000.0,10000,2012
1015904,36,Current,0.13799,0.1099,0.0999,7,Medical/Dental,IL,Professional,Employed,0,1,7,7,0,0.0,15000.0,16000,2013
671312,60,Current,0.19907,0.1752,0.1652,5,Debt Consolidation,NY,Teacher's Aide,Employed,0,1,6,6,0,0.0,7500.0,12500,2012
951319,60,Current,0.14249,0.1199,0.1099,11,Home Improvement,IL,Professional,Employed,0,2,37,37,0,0.0,24999.0,25000,2013
586151,36,Completed,0.22742,0.1902,0.1802,2,Debt Consolidation,CT,Police Officer/Correction Officer,Employed,0,1,2,2,0,0.0,5000.0,4000,2012
810998,36,Current,0.20462,0.1679,0.1579,5,Home Improvement,CO,Executive,Employed,0,2,37,36,1,0.0,19000.0,10000,2013
849420,60,Current,0.11695,0.0949,0.0849,10,Debt Consolidation,FL,Analyst,Employed,0,2,30,30,0,0.0,7500.0,9000,2013
1185878,60,Current,0.29081,0.2644,0.2544,3,Debt Consolidation,AL,Professional,Employed,498,1,11,11,0,0.0,4000.0,10000,2014
629784,60,Current,0.20931,0.1852,0.1752,6,Taxes,CA,Other,Full-time,0,2,44,43,1,0.0,7751.0,7250,2012
821711,36,Current,0.25371,0.2159,0.2059,4,Vacation,OH,Administrative Assistant,Employed,0,1,20,19,1,0.0,4000.0,2000,2013
545311,36,Current,0.12528,0.0974,0.0874,9,Other,VA,Computer Programmer,Employed,0,1,10,10,0,0.0,10500.0,8000,2011
688524,36,Current,0.22712,0.1899,0.1799,3,Home Improvement,VA,Teacher,Employed,0,1,6,6,0,0.0,3500.0,4300,2012
874403,36,Past Due (31-60 days),0.24758,0.2099,0.1999,5,Business,IL,Other,Employed,5517,3,33,32,1,0.0,17000.0,10000,2013
565356,36,Current,0.17359,0.1449,0.1349,6,Debt Consolidation,SC,Computer Programmer,Employed,4273,2,15,15,0,0.0,3800.0,6000,2012
491064,36,Completed,0.34887,0.3125,0.3025,4,Other,MI,Professional,Employed,0,3,63,63,0,0.0,44800.0,4000,2011
478681,36,Completed,0.11398,0.093,0.083,9,Debt Consolidation,CO,Other,Full-time,0,1,25,25,0,0.0,2000.0,3500,2010
1126419,36,Current,0.17151,0.1355,0.1255,10,Debt Consolidation,IL,Professional,Employed,305,2,13,13,0,0.0,23000.0,18000,2014
624117,60,Current,0.30111,0.2747,0.2647,3,Other,FL,Administrative Assistant,Employed,0,1,11,11,0,0.0,5000.0,8000,2012
696931,60,Completed,0.12992,0.1076,0.0976,10,Debt Consolidation,FL,Other,Employed,0,2,12,12,0,0.0,22100.0,5700,2013
763421,60,Current,0.15629,0.1334,0.1234,8,Home Improvement,WI,Other,Employed,538,1,8,8,0,0.0,3000.0,2500,2013
606543,60,Chargedoff,0.28704,0.261,0.251,5,Debt Consolidation,WA,Computer Programmer,Employed,389,1,14,12,2,0.0,5000.0,8000,2012
533304,36,Current,0.18751,0.1656,0.1556,5,Debt Consolidation,GA,Executive,Self-employed,0,1,35,35,0,0.0,7449.0,9500,2011
566078,36,Completed,0.11766,0.0899,0.0799,8,Debt Consolidation,CT,Medical Technician,Full-time,0,2,38,38,0,0.0,13000.0,10000,2012
588887,60,Chargedoff,0.20705,0.183,0.173,6,Debt Consolidation,CA,Teacher,Full-time,0,3,103,101,2,0.0,41000.0,13000,2012
477145,36,Completed,0.29265,0.2575,0.2475,8,Debt Consolidation,OK,Military Enlisted,Employed,0,1,17,17,0,0.0,5000.0,5000,2010
741527,60,Current,0.3304,0.3032,0.2932,2,Vacation,NY,Administrative Assistant,Employed,0,1,23,23,0,0.0,2000.0,3000,2013
1082452,36,Current,0.12691,0.099,0.089,10,Household Expenses,OK,Administrative Assistant,Employed,0,2,16,11,5,0.0,10146.49,2000,2014
544993,36,Completed,0.28728,0.2487,0.2387,6,Debt Consolidation,CA,Nurse (RN),Employed,0,1,9,9,0,0.0,4000.0,4000,2011
587906,60,Current,0.16151,0.1385,0.1285,10,Debt Consolidation,CO,Professional,Employed,273,1,17,17,0,0.0,5000.0,13500,2012
1052105,60,Current,0.27308,0.2474,0.2374,4,Debt Consolidation,KY,Other,Employed,0,1,5,5,0,0.0,3500.0,10000,2013
642537,36,Current,0.14816,0.1199,0.1099,8,Debt Consolidation,NH,Police Officer/Correction Officer,Employed,0,1,9,9,0,0.0,4000.0,9000,2012
765708,36,Current,0.13697,0.1089,0.0989,10,Debt Consolidation,CA,Computer Programmer,Employed,0,1,29,29,0,0.0,15000.0,15000,2013
1022895,60,Current,0.21935,0.195,0.185,5,Debt Consolidation,MN,Other,Employed,0,1,18,18,0,0.0,4000.0,15000,2013
937166,36,Current,0.1802,0.144,0.134,11,Other,CA,Accountant/CPA,Employed,0,1,19,19,0,0.0,3500.0,2000,2013
722833,36,Current,0.27285,0.2346,0.2246,2,Debt Consolidation,AL,Other,Employed,0,2,22,22,0,0.0,5000.0,10000,2013
529969,36,Chargedoff,0.34887,0.3125,0.3025,1,Debt Consolidation,CO,Other,Self-employed,0,2,46,44,2,0.0,17500.0,4000,2011
1011851,60,Current,0.13227,0.1099,0.0999,11,Debt Consolidation,VA,Professional,Employed,0,1,12,11,1,0.0,15000.0,15000,2013
477538,36,Chargedoff,0.35654,0.32,0.31,2,Debt Consolidation,TX,Teacher,Employed,0,1,10,10,0,0.0,1500.0,2000,2010
487404,36,Completed,0.3628,0.322,0.312,6,Debt Consolidation,MI,Administrative Assistant,Full-time,0,1,9,7,2,0.0,1000.0,1500,2010
421429,36,Completed,0.2325,0.21,0.2,7,Other,CA,Other,Full-time,0,2,25,25,0,0.0,11500.0,2500,2009
745162,36,Current,0.19645,0.1599,0.1499,6,Other,NY,Analyst,Employed,0,1,15,15,0,0.0,4000.0,6500,2013
533503,36,Current,0.1322,0.111,0.101,8,Home Improvement,FL,Sales - Commission,Employed,0,1,7,7,0,0.0,3000.0,5000,2011
869594,60,Current,0.11695,0.0949,0.0849,10,Home Improvement,TN,Professional,Employed,0,2,10,10,0,0.0,21500.0,18000,2013
544848,60,Current,0.35838,0.3304,0.3204,2,Business,IL,Professional,Employed,258,1,35,35,0,0.0,1600.0,5000,2011
607836,36,Current,0.18316,0.1469,0.1369,7,Business,TX,Other,Self-employed,0,1,10,10,0,0.0,2000.0,12000,2012
518399,36,Completed,0.22362,0.1899,0.1799,7,Debt Consolidation,OH,Professional,Employed,0,1,12,12,0,0.0,1000.0,3500,2011
739187,36,Current,0.13138,0.1034,0.0934,8,Medical/Dental,NY,Other,Employed,0,1,6,6,0,0.0,15000.0,11000,2013
1089211,36,Current,0.14206,0.1139,0.1039,10,Debt Consolidation,NY,Sales - Retail,Employed,0,1,35,35,0,0.0,7000.0,15000,2014
765726,36,Current,0.31032,0.2712,0.2612,4,Debt Consolidation,MA,Skilled Labor,Employed,0,2,37,36,1,0.0,22000.0,4000,2013
512033,36,Completed,0.34621,0.3099,0.2999,3,Home Improvement,WA,Skilled Labor,Full-time,0,1,13,13,0,0.0,1700.0,2000,2011
517230,36,Completed,0.22362,0.1899,0.1799,6,Home Improvement,MA,Other,Retired,0,1,10,10,0,0.0,4000.0,6500,2011
426524,36,Completed,0.37733,0.35,0.34,7,Other,OH,Civil Service,Full-time,0,1,14,14,0,0.0,1000.0,1500,2009
860338,60,Current,0.11695,0.0949,0.0849,10,Debt Consolidation,MD,Analyst,Employed,0,1,35,35,0,0.0,7000.0,12000,2013
617514,36,Current,0.35797,0.3177,0.3077,3,Debt Consolidation,AL,Sales - Retail,Employed,0,2,70,67,3,0.0,7000.0,2000,2012
1016680,36,Past Due (1-15 days),0.34588,0.3059,0.2959,1,Debt Consolidation,MO,Other,Employed,192,1,19,19,0,0.0,7000.0,4000,2014
429427,36,Chargedoff,0.09844,0.095,0.085,8,Home Improvement,CA,Other,Full-time,0,1,20,20,0,0.0,18000.0,5000,2009
796274,36,Current,0.27285,0.2346,0.2246,2,Debt Consolidation,MN,Professional,Employed,0,1,9,9,0,0.0,4000.0,10000,2013
515409,36,Current,0.124,0.1029,0.0929,7,Debt Consolidation,CT,Analyst,Employed,0,2,34,34,0,0.0,32500.0,9359,2011
620663,36,Current,0.12528,0.0974,0.0874,10,Wedding Loans,IL,Accountant/CPA,Employed,0,1,11,11,0,0.0,2000.0,5000,2012
846449,36,Current,0.19645,0.1599,0.1499,5,Taxes,CA,Accountant/CPA,Employed,0,1,16,16,0,0.0,15000.0,2600,2013
1087994,36,Current,0.18275,0.1465,0.1365,4,Home Improvement,WV,Engineer - Electrical,Employed,0,3,62,62,0,0.0,17000.0,35000,2014
514538,36,Current,0.34887,0.3125,0.3025,2,Debt Consolidation,MI,Sales - Retail,Employed,17396,2,16,16,0,0.0,2300.0,4000,2011
669290,60,Current,0.23656,0.2118,0.2018,7,Debt Consolidation,FL,Executive,Employed,6731,2,19,19,0,0.0,13000.0,20500,2012
488080,36,Completed,0.41355,0.35,0.34,4,Business,NC,Sales - Retail,Self-employed,0,1,31,31,0,0.0,1000.0,1000,2010
528438,36,Completed,0.34887,0.3125,0.3025,1,Other,GA,Other,Employed,0,1,9,9,0,0.0,1500.0,4000,2011
574549,36,Chargedoff,0.26681,0.2287,0.2187,4,Debt Consolidation,CA,Civil Service,Employed,0,3,46,44,2,0.0,12250.0,6500,2012
603262,36,Current,0.07821,0.0649,0.0549,10,Debt Consolidation,FL,Professional,Employed,0,1,35,35,0,0.0,1000.0,2000,2012
575366,60,Current,0.35838,0.3304,0.3204,3,Large Purchases,AR,Other,Employed,0,1,4,4,0,0.0,7500.0,4000,2012
881754,36,Current,0.12528,0.0974,0.0874,9,Debt Consolidation,GA,Professional,Employed,0,3,79,79,0,0.0,40674.0,10000,2013
790216,60,Current,0.26877,0.2432,0.2332,3,Debt Consolidation,IN,Executive,Employed,614,1,11,11,0,0.0,9500.0,11000,2013
919857,36,Current,0.33973,0.2999,0.2899,2,Debt Consolidation,OH,Other,Employed,0,2,30,27,3,0.0,16000.0,4000,2013
418686,36,Completed,0.22481,0.1999,0.1899,8,Business,UT,Other,Self-employed,0,1,15,15,0,0.0,4000.0,1500,2009
437941,36,Completed,0.2974,0.274,0.264,7,Debt Consolidation,IL,Other,Full-time,0,1,19,19,0,0.0,4000.0,7000,2009
616670,36,Completed,0.19645,0.1599,0.1499,5,Debt Consolidation,NY,Analyst,Employed,0,1,6,5,1,0.0,4000.0,5000,2012
1240281,60,Current,0.16175,0.1385,0.1285,11,Debt Consolidation,FL,Other,Employed,0,1,1,1,0,0.0,7500.0,15000,2014
581982,36,Completed,0.07821,0.0649,0.0549,10,Taxes,GA,Professional,Employed,0,2,19,19,0,0.0,14000.0,12500,2012
651111,36,Completed,0.12528,0.0974,0.0874,8,Medical/Dental,VA,Professional,Employed,0,1,6,6,0,0.0,15000.0,7500,2012
509776,36,Chargedoff,0.22362,0.1899,0.1799,7,Debt Consolidation,CA,Medical Technician,Full-time,479,1,14,14,0,0.0,3000.0,5000,2011
488475,36,Completed,0.31308,0.2775,0.2675,8,Debt Consolidation,OR,Professional,Employed,0,2,19,19,0,0.0,12000.0,7100,2010
870378,36,Current,0.3179,0.2786,0.2686,3,Debt Consolidation,CA,Clerical,Employed,0,1,11,11,0,0.0,4000.0,4000,2013
451084,36,Completed,0.09643,0.093,0.083,8,Debt Consolidation,IL,Computer Programmer,Full-time,0,2,21,21,0,0.0,5000.0,10000,2010
660402,36,Completed,0.12528,0.0974,0.0874,10,Debt Consolidation,GA,Executive,Employed,0,1,10,8,2,0.0,25000.0,5000,2012
754334,60,Current,0.13942,0.1169,0.1069,10,Large Purchases,FL,Professional,Employed,0,3,25,24,1,0.0,18000.0,18000,2013
518534,36,Completed,0.34621,0.3099,0.2999,6,Other,MD,Professional,Employed,54,2,52,52,0,0.0,8501.0,7500,2011
629499,36,Current,0.35797,0.3177,0.3077,1,Debt Consolidation,AZ,Professional,Employed,3551,4,88,88,0,0.0,14000.0,4000,2012
527570,36,Current,0.29254,0.2574,0.2474,3,Debt Consolidation,FL,Food Service Management,Full-time,3786,2,43,43,0,0.0,3700.0,2500,2011
1040265,36,Current,0.12691,0.099,0.089,10,Business,WI,Executive,Employed,0,2,25,25,0,0.0,29600.0,10000,2013
433838,36,Completed,0.20504,0.1829,0.1729,2,Debt Consolidation,AR,Accountant/CPA,Full-time,1870,1,16,16,0,0.0,1100.0,5500,2009
1185710,36,Current,0.22147,0.184,0.174,7,Debt Consolidation,OH,Engineer - Mechanical,Employed,0,2,48,22,26,0.0,27800.0,15000,2014
582269,60,Current,0.28704,0.261,0.251,5,Debt Consolidation,OR,Accountant/CPA,Employed,0,1,10,10,0,0.0,4700.0,13000,2012
566602,12,Completed,0.158,0.101,0.091,6,Debt Consolidation,CA,Professional,Self-employed,0,1,35,35,0,0.0,5000.0,7000,2012
585916,36,Chargedoff,0.26681,0.2287,0.2187,7,Debt Consolidation,GA,Computer Programmer,Employed,432,1,35,34,1,0.0,4600.0,10000,2012
434925,36,Completed,0.22238,0.1975,0.1875,10,Home Improvement,IN,Food Service Management,Full-time,0,1,26,26,0,0.0,1600.0,1500,2009
642483,36,Chargedoff,0.35797,0.3177,0.3077,1,Debt Consolidation,OH,Other,Self-employed,294,1,7,7,0,0.0,4000.0,4000,2012
1001756,60,Current,0.14658,0.1239,0.1139,9,Debt Consolidation,NY,Executive,Employed,0,1,32,32,0,0.0,9200.0,27000,2013
780625,60,Current,0.3304,0.3032,0.2932,3,Debt Consolidation,LA,Engineer - Mechanical,Employed,0,1,9,8,1,0.0,6000.0,4000,2013
538557,36,Completed,0.29254,0.2574,0.2474,3,Home Improvement,NJ,Engineer - Mechanical,Employed,0,3,20,20,0,0.0,23500.0,7000,2011
876370,36,Current,0.25371,0.2159,0.2059,4,Debt Consolidation,SC,Administrative Assistant,Employed,0,2,19,19,0,0.0,14500.0,10000,2013
536732,36,Completed,0.25486,0.2205,0.2105,4,Debt Consolidation,TN,Computer Programmer,Employed,0,1,2,2,0,0.0,3500.0,3000,2011
520216,36,Past Due (16-30 days),0.22362,0.1899,0.1799,7,Debt Consolidation,IN,Other,Employed,0,1,35,34,1,0.0,6000.0,3500,2011
659664,36,Current,0.15833,0.1299,0.1199,6,Debt Consolidation,CO,Professional,Employed,0,3,51,47,4,0.0,8000.0,5500,2012
1166466,36,Current,0.14714,0.1189,0.1089,11,Auto,OH,Professional,Employed,2445,2,12,12,0,0.0,10000.0,12000,2014
1001111,36,Current,0.14409,0.1159,0.1059,10,Business,FL,Sales - Retail,Employed,0,1,11,11,0,0.0,15000.0,25000,2013
423908,36,Completed,0.37453,0.35,0.34,8,Other,WY,Other,Full-time,0,1,10,10,0,0.0,1000.0,2000,2009
998476,36,Current,0.18837,0.152,0.142,7,Other,OR,Administrative Assistant,Employed,0,1,9,8,1,0.0,4000.0,2500,2013
821764,36,Completed,0.15833,0.1299,0.1199,7,Business,MD,Other,Employed,0,2,23,23,0,0.0,20000.0,7500,2013
1072244,36,Current,0.12081,0.093,0.083,11,Debt Consolidation,IL,Tradesman - Electrician,Employed,0,2,61,61,0,0.0,16000.0,25000,2013
436264,36,Chargedoff,0.37453,0.35,0.34,5,Debt Consolidation,NC,Other,Full-time,0,2,52,52,0,0.0,6000.0,3000,2009
588491,36,Current,0.26681,0.2287,0.2187,5,Other,TX,Scientist,Employed,5431,2,45,45,0,0.0,6790.0,6500,2012
995256,60,Current,0.21935,0.195,0.185,8,Debt Consolidation,WI,Laborer,Employed,0,1,14,14,0,0.0,4000.0,10000,2013
573980,36,Current,0.26681,0.2287,0.2187,5,Baby&Adoption,AL,Laborer,Full-time,0,1,4,4,0,0.0,3800.0,2500,2012
451220,36,Completed,0.25937,0.2365,0.2265,6,Debt Consolidation,MN,Skilled Labor,Full-time,0,3,30,30,0,0.0,10500.0,2800,2010
528031,36,Current,0.27467,0.2399,0.2299,2,Debt Consolidation,NY,Food Service,Full-time,86303,1,35,35,0,0.0,12000.0,9000,2011
490627,60,Completed,0.14657,0.1329,0.1229,9,Debt Consolidation,VA,Computer Programmer,Employed,0,1,35,35,0,0.0,25000.0,20000,2011
725575,36,Completed,0.12528,0.0974,0.0874,9,Business,CO,Retail Management,Self-employed,0,2,54,53,1,0.0,14950.0,10000,2013
795920,36,Current,0.20053,0.1639,0.1539,6,Business,CA,Other,Employed,0,4,116,116,0,0.0,17650.0,4000,2013
436876,36,Completed,0.2752,0.2365,0.2265,7,Other,NY,Food Service,Full-time,0,1,15,15,0,0.0,3000.0,1000,2009
1201961,36,Current,0.1526,0.1239,0.1139,9,Large Purchases,CO,Clerical,Employed,0,1,28,28,0,0.0,7500.0,8000,2014
799597,60,Current,0.22283,0.1984,0.1884,6,Debt Consolidation,TX,Other,Employed,0,1,2,2,0,0.0,4000.0,3000,2013
431817,36,Completed,0.39153,0.35,0.34,5,Other,UT,Sales - Commission,Full-time,0,1,16,16,0,0.0,1000.0,1000,2009
594855,60,Current,0.24702,0.222,0.212,5,Vacation,AR,Other,Employed,0,1,6,6,0,0.0,2500.0,2000,2012
895686,60,Current,0.30337,0.2769,0.2669,1,Debt Consolidation,TX,Analyst,Employed,0,1,10,10,0,0.0,12500.0,10000,2013
482480,36,Completed,0.34631,0.31,0.3,3,Debt Consolidation,AL,Teacher,Full-time,1161,2,17,17,0,0.0,4500.0,2000,2010
1193644,36,Current,0.20869,0.1715,0.1615,5,Debt Consolidation,IL,Professional,Employed,0,2,30,30,0,0.0,9000.0,15000,2014
1044895,36,Current,0.17969,0.1435,0.1335,6,Home Improvement,CO,Civil Service,Employed,0,1,12,10,2,0.0,4000.0,11500,2013
611829,36,Completed,0.12528,0.0974,0.0874,9,Business,CA,Architect,Employed,0,1,14,14,0,0.0,8000.0,5000,2012
541885,36,Current,0.13545,0.1074,0.0974,8,Debt Consolidation,MN,Nurse's Aide,Full-time,0,1,22,22,0,0.0,5000.0,5000,2011
610278,60,Chargedoff,0.20705,0.183,0.173,8,Business,VA,Other,Employed,0,1,19,19,0,0.0,4000.0,10000,2012
534900,36,Completed,0.1322,0.111,0.101,8,Other,OH,Military Enlisted,Employed,0,1,33,33,0,0.0,4000.0,4000,2011
854014,60,Current,0.21156,0.1874,0.1774,8,Debt Consolidation,NJ,Clerical,Employed,0,1,1,1,0,0.0,10000.0,11500,2013
793914,60,Past Due (1-15 days),0.29341,0.2672,0.2572,2,Debt Consolidation,WA,Administrative Assistant,Employed,0,1,12,11,1,0.0,4000.0,10000,2013
849980,36,Current,0.15833,0.1299,0.1199,7,Debt Consolidation,CA,Analyst,Employed,0,1,0,0,0,0.0,2500.0,3000,2013
565418,36,Current,0.26681,0.2287,0.2187,4,Home Improvement,IL,Laborer,Employed,0,1,12,12,0,0.0,4000.0,10500,2012
1050670,60,Current,0.27308,0.2474,0.2374,3,Debt Consolidation,CA,Computer Programmer,Employed,0,1,11,11,0,0.0,3000.0,10000,2013
738827,60,Current,0.21566,0.1914,0.1814,2,Debt Consolidation,WV,Other,Self-employed,0,1,7,7,0,0.0,4000.0,10000,2013
785750,36,Current,0.20462,0.1679,0.1579,6,Debt Consolidation,VA,Civil Service,Employed,0,1,16,16,0,0.0,4000.0,20000,2013
535604,36,Chargedoff,0.29254,0.2574,0.2474,5,Debt Consolidation,NY,Other,Employed,0,1,10,10,0,0.0,7500.0,10000,2011
587709,60,Current,0.28704,0.261,0.251,2,Debt Consolidation,TN,Other,Employed,0,1,9,9,0,0.0,5000.0,6000,2012
959648,36,Current,0.06726,0.0605,0.0505,11,Vacation,VA,Professional,Employed,0,3,11,11,0,0.0,25500.0,7000,2013
434738,36,Chargedoff,0.2021,0.18,0.17,9,Debt Consolidation,OH,Food Service,Full-time,0,1,13,13,0,0.0,2500.0,3000,2009
524452,36,Current,0.124,0.1029,0.0929,8,Auto,MI,Analyst,Employed,0,1,9,9,0,0.0,10000.0,5000,2011
480151,36,Completed,0.29265,0.2575,0.2475,8,Other,KS,Other,Employed,0,2,48,48,0,0.0,3000.0,8000,2010
641278,36,Current,0.17754,0.1414,0.1314,6,Debt Consolidation,VA,Other,Employed,0,2,28,27,1,0.0,14000.0,10000,2012
891138,36,Current,0.12274,0.0949,0.0849,8,Debt Consolidation,CA,Other,Employed,0,1,10,10,0,0.0,5700.0,4000,2013
1037052,60,Current,0.16969,0.1465,0.1365,9,Home Improvement,IN,Skilled Labor,Employed,32,2,29,29,0,0.0,27000.0,20000,2013
644363,60,Completed,0.2893,0.2632,0.2532,4,Debt Consolidation,PA,Professional,Employed,0,1,16,16,0,0.0,6580.13,13500,2012
1151546,36,Current,0.21648,0.1795,0.1695,6,Home Improvement,NC,Nurse (RN),Employed,74,1,5,4,1,0.0,9000.0,6000,2014
623308,60,Completed,0.23718,0.2124,0.2024,6,Home Improvement,MN,Other,Employed,0,2,36,36,0,0.0,5500.0,12000,2012
708512,36,Current,0.31032,0.2712,0.2612,5,Debt Consolidation,OR,Police Officer/Correction Officer,Employed,16594,3,28,28,0,0.0,11850.0,4000,2013
629887,36,Current,0.12528,0.0974,0.0874,10,Debt Consolidation,NC,Computer Programmer,Employed,0,1,8,8,0,0.0,8000.0,12421,2012
499435,36,Completed,0.13109,0.1099,0.0999,8,Business,VA,Pharmacist,Full-time,0,2,51,51,0,0.0,15000.0,15000,2011
863633,60,Current,0.14965,0.1269,0.1169,8,Other,CA,Professional,Employed,0,1,12,11,1,0.0,12000.0,20000,2013
602832,36,Current,0.26681,0.2287,0.2187,4,Household Expenses,MI,Other,Employed,0,2,16,16,0,0.0,3000.0,3000,2012
796612,60,Current,0.30748,0.2809,0.2709,7,Home Improvement,FL,Executive,Full-time,0,3,20,15,5,0.0,4000.0,3500,2013
